Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
93,"Mar 29, 2023 12:23:39 am","Mar 29, 2023 12:23:39 am",Complete,English,Know about them,I don't care/don't know,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't need this,I need this,I don't need this,I need this,I don't care/don't know
94,"Mar 29, 2023 12:24:44 am","Mar 29, 2023 12:24:44 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this
95,"Mar 29, 2023 12:27:49 am","Mar 29, 2023 12:27:49 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
96,"Mar 29, 2023 12:29:35 am","Mar 29, 2023 12:29:35 am",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
97,"Mar 29, 2023 12:35:35 am","Mar 29, 2023 12:35:35 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
98,"Mar 29, 2023 12:37:16 am","Mar 29, 2023 12:37:16 am",Complete,English,Know about them,,,,,,,,I need this,I need this,I need this,I need this,I need this,,I need this,I need this,,,,I need this,,I need this
99,"Mar 29, 2023 12:39:26 am","Mar 29, 2023 12:39:26 am",Complete,English,Know about them,,,I need this,,,,,,,,I need this,I need this,,,,,,,,,I need this
100,"Mar 29, 2023 12:41:31 am","Mar 29, 2023 12:41:31 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
101,"Mar 29, 2023 12:50:22 am","Mar 29, 2023 12:50:22 am",Complete,English,Know about them,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I need this,I don't need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this
102,"Mar 29, 2023 12:52:30 am","Mar 29, 2023 12:52:30 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
103,"Mar 29, 2023 12:52:42 am","Mar 29, 2023 12:52:42 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
104,"Mar 29, 2023 12:52:57 am","Mar 29, 2023 12:52:58 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
105,"Mar 29, 2023 12:57:57 am","Mar 29, 2023 12:57:57 am",Complete,English,Have used them,,,,,,I need this,,I need this,,,,,,,,,,,,,
106,"Mar 29, 2023 12:59:25 am","Mar 29, 2023 12:59:25 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
107,"Mar 29, 2023 12:59:34 am","Mar 29, 2023 12:59:34 am",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this
108,"Mar 29, 2023 1:02:04 am","Mar 29, 2023 1:02:04 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
109,"Mar 29, 2023 1:02:30 am","Mar 29, 2023 1:02:30 am",Complete,English,Have used them,,,I don't need this,,I don't need this,,,,,I don't need this,,,,I don't need this,,,,,,,
110,"Mar 29, 2023 1:11:07 am","Mar 29, 2023 1:11:07 am",Complete,English,Have used them,I need this,,I need this,I need this,I need this,I need this,,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
111,"Mar 29, 2023 1:16:27 am","Mar 29, 2023 1:16:27 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
112,"Mar 29, 2023 1:17:00 am","Mar 29, 2023 1:17:00 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
113,"Mar 29, 2023 1:18:06 am","Mar 29, 2023 1:18:06 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
114,"Mar 29, 2023 1:24:31 am","Mar 29, 2023 1:24:31 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
115,"Mar 29, 2023 1:24:39 am","Mar 29, 2023 1:24:39 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
116,"Mar 29, 2023 1:28:14 am","Mar 29, 2023 1:28:14 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this
117,"Mar 29, 2023 1:29:51 am","Mar 29, 2023 1:29:51 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
118,"Mar 29, 2023 1:42:35 am","Mar 29, 2023 1:42:35 am",Complete,English,Have used them,I need this,I need this,I don't care/don't know,I don't need this,I don't need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know
119,"Mar 29, 2023 1:47:42 am","Mar 29, 2023 1:47:42 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
120,"Mar 29, 2023 1:50:05 am","Mar 29, 2023 1:50:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
121,"Mar 29, 2023 1:57:46 am","Mar 29, 2023 1:57:46 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
122,"Mar 29, 2023 2:00:44 am","Mar 29, 2023 2:00:44 am",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this
123,"Mar 29, 2023 2:06:10 am","Mar 29, 2023 2:06:10 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
124,"Mar 29, 2023 2:11:46 am","Mar 29, 2023 2:11:46 am",Complete,English,Have used them,,I need this,I need this,,,,,I need this,,I need this,I need this,,,,,,,I need this,,,I need this
125,"Mar 29, 2023 2:21:03 am","Mar 29, 2023 2:21:03 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't need this
126,"Mar 29, 2023 2:27:56 am","Mar 29, 2023 2:27:56 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
127,"Mar 29, 2023 2:28:06 am","Mar 29, 2023 2:28:06 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
128,"Mar 29, 2023 2:29:57 am","Mar 29, 2023 2:29:57 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
129,"Mar 29, 2023 2:31:08 am","Mar 29, 2023 2:31:08 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
130,"Mar 29, 2023 2:37:16 am","Mar 29, 2023 2:37:16 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
131,"Mar 29, 2023 2:39:08 am","Mar 29, 2023 2:39:08 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
132,"Mar 29, 2023 2:43:12 am","Mar 29, 2023 2:43:12 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
133,"Mar 29, 2023 2:51:06 am","Mar 29, 2023 2:51:06 am",Complete,English,Have used them,I need this,I need this,I need this,I don't need this,I don't need this,I need this,I need this,I need this,I don't need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
134,"Mar 29, 2023 2:54:38 am","Mar 29, 2023 2:54:38 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't need this
135,"Mar 29, 2023 2:56:37 am","Mar 29, 2023 2:56:37 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this
136,"Mar 29, 2023 2:57:13 am","Mar 29, 2023 2:57:13 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
137,"Mar 29, 2023 3:01:01 am","Mar 29, 2023 3:01:01 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
138,"Mar 29, 2023 3:05:10 am","Mar 29, 2023 3:05:10 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
139,"Mar 29, 2023 3:08:09 am","Mar 29, 2023 3:08:09 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
140,"Mar 29, 2023 3:16:51 am","Mar 29, 2023 3:16:51 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
141,"Mar 29, 2023 3:18:03 am","Mar 29, 2023 3:18:03 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
142,"Mar 29, 2023 3:23:27 am","Mar 29, 2023 3:23:27 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
143,"Mar 29, 2023 3:27:56 am","Mar 29, 2023 3:27:56 am",Complete,English,Know about them,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this
144,"Mar 29, 2023 3:38:39 am","Mar 29, 2023 3:38:39 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
145,"Mar 29, 2023 3:39:52 am","Mar 29, 2023 3:39:52 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
146,"Mar 29, 2023 3:45:10 am","Mar 29, 2023 3:45:10 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know
147,"Mar 29, 2023 3:46:05 am","Mar 29, 2023 3:46:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
148,"Mar 29, 2023 3:54:36 am","Mar 29, 2023 3:54:36 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
149,"Mar 29, 2023 4:01:37 am","Mar 29, 2023 4:01:37 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this
150,"Mar 29, 2023 4:02:37 am","Mar 29, 2023 4:02:37 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
151,"Mar 29, 2023 4:06:34 am","Mar 29, 2023 4:06:34 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
152,"Mar 29, 2023 4:09:55 am","Mar 29, 2023 4:09:55 am",Complete,English,Have used them,I need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this
153,"Mar 29, 2023 4:12:28 am","Mar 29, 2023 4:12:28 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this
154,"Mar 29, 2023 4:26:17 am","Mar 29, 2023 4:26:17 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
