Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,Chrome desktop:A web feature must be supported by these browsers before you can use it:,Chrome on Android:A web feature must be supported by these browsers before you can use it:,Android Webview:A web feature must be supported by these browsers before you can use it:,Firefox desktop:A web feature must be supported by these browsers before you can use it:,Firefox on Android:A web feature must be supported by these browsers before you can use it:,Edge desktop:A web feature must be supported by these browsers before you can use it:,Internet Explorer:A web feature must be supported by these browsers before you can use it:,Safari desktop:A web feature must be supported by these browsers before you can use it:,Safari on iOS:A web feature must be supported by these browsers before you can use it:,Opera desktop:A web feature must be supported by these browsers before you can use it:,Opera on Android:A web feature must be supported by these browsers before you can use it:,Samsung Internet:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,"For those browsers, how far back do they need to support a feature before you can use it?","Do you need other browsers to be included in the compatibility tables on MDN? If so, tell us which ones:",How important is it for you to know about browser support for experimental features that must be enabled by the user?,How important is it for you to know whether a browser is planning to ship a feature behind a user preference in an upcoming release?
92,"Oct 17, 2022 3:01:53 pm","Oct 17, 2022 3:01:53 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,"No, but I'd like MDN to list the spec version, as it's important for tool configuration",Somewhat important,Somewhat important
93,"Oct 17, 2022 3:03:49 pm","Oct 17, 2022 3:03:49 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Very important,Very important
94,"Oct 17, 2022 3:05:39 pm","Oct 17, 2022 3:05:39 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,Internet Explorer,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Neutral
95,"Oct 17, 2022 3:09:57 pm","Oct 17, 2022 3:09:57 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
96,"Oct 17, 2022 3:32:34 pm","Oct 17, 2022 3:32:34 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Not important,Not important
97,"Oct 17, 2022 4:10:35 pm","Oct 17, 2022 4:10:35 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
98,"Oct 17, 2022 4:15:23 pm","Oct 17, 2022 4:15:23 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,Edge desktop,,,,,,,,,,,Current major version is enough,,Not important,Somewhat important
99,"Oct 17, 2022 4:16:47 pm","Oct 17, 2022 4:16:47 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
100,"Oct 17, 2022 4:31:42 pm","Oct 17, 2022 4:31:42 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Neutral
101,"Oct 17, 2022 5:01:31 pm","Oct 17, 2022 5:01:31 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Current major version is enough,,Neutral,Somewhat important
102,"Oct 17, 2022 5:02:39 pm","Oct 17, 2022 5:02:39 pm",Complete,,,English,https://survey.alchemer.com/,,,,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Very important
103,"Oct 17, 2022 5:11:21 pm","Oct 17, 2022 5:11:21 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,Safari on iOS,Opera desktop,,,,,,,Current major version is enough,None,Neutral,Somewhat important
104,"Oct 17, 2022 5:28:49 pm","Oct 17, 2022 5:28:49 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Neutral,Somewhat important
105,"Oct 17, 2022 5:37:18 pm","Oct 17, 2022 5:37:18 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
106,"Oct 17, 2022 5:49:10 pm","Oct 17, 2022 5:49:10 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
107,"Oct 17, 2022 5:56:40 pm","Oct 17, 2022 5:56:40 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Depends on the browser,,Neutral,Not important
108,"Oct 17, 2022 6:11:44 pm","Oct 17, 2022 6:11:44 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Neutral
109,"Oct 17, 2022 6:19:16 pm","Oct 17, 2022 6:19:16 pm",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,Current major version is enough,,Very important,Neutral
110,"Oct 17, 2022 6:25:52 pm","Oct 17, 2022 6:25:52 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Depends on the browser,yes,Very important,Very important
111,"Oct 17, 2022 6:54:26 pm","Oct 17, 2022 6:54:26 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,Other - Please specify,,"Edge on Desktop, Chrome on iOS",Needs to be supported in current and previous major version,,Somewhat important,Neutral
112,"Oct 17, 2022 7:19:54 pm","Oct 17, 2022 7:19:54 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Very important,Not important
113,"Oct 17, 2022 9:50:39 pm","Oct 17, 2022 9:50:39 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
114,"Oct 17, 2022 9:55:02 pm","Oct 17, 2022 9:55:02 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,,,Other - Please specify,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
115,"Oct 17, 2022 10:49:21 pm","Oct 17, 2022 10:49:21 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Depends on the browser,,Neutral,Very important
116,"Oct 17, 2022 10:50:11 pm","Oct 17, 2022 10:50:12 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,"Falkon , Epiphany",Somewhat important,Very important
117,"Oct 17, 2022 10:51:30 pm","Oct 17, 2022 10:51:30 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
118,"Oct 17, 2022 11:14:39 pm","Oct 17, 2022 11:14:39 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,Edge desktop,,Safari desktop,,Opera desktop,,,,,,,Current major version is enough,,Very important,Somewhat important
119,"Oct 17, 2022 11:38:50 pm","Oct 17, 2022 11:38:50 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Not important,Not important
120,"Oct 17, 2022 11:45:37 pm","Oct 17, 2022 11:45:37 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Somewhat important
121,"Oct 18, 2022 12:27:15 am","Oct 18, 2022 12:27:15 am",Complete,,,English,https://developer.mozilla.org/,,,,,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
122,"Oct 18, 2022 12:27:23 am","Oct 18, 2022 12:27:23 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Somewhat important,Very important
123,"Oct 18, 2022 12:32:42 am","Oct 18, 2022 12:32:42 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Depends on the browser,,Neutral,Neutral
124,"Oct 18, 2022 12:42:33 am","Oct 18, 2022 12:42:33 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Neutral
125,"Oct 18, 2022 12:56:21 am","Oct 18, 2022 12:56:21 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,Chrome,Somewhat important,Very important
126,"Oct 18, 2022 12:58:46 am","Oct 18, 2022 12:58:46 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,Firefox on Android,,Internet Explorer,,,,,,,,,,,,,
127,"Oct 18, 2022 1:00:23 am","Oct 18, 2022 1:00:23 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Neutral,Neutral
128,"Oct 18, 2022 1:04:38 am","Oct 18, 2022 1:04:38 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Somewhat important
129,"Oct 18, 2022 1:11:31 am","Oct 18, 2022 1:11:31 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Very important,Neutral
130,"Oct 18, 2022 1:11:34 am","Oct 18, 2022 1:11:34 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Neutral
131,"Oct 18, 2022 1:18:00 am","Oct 18, 2022 1:18:00 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,Android Webview,,,,Internet Explorer,,,,,,,,,,Current major version is enough,,,
132,"Oct 18, 2022 1:21:59 am","Oct 18, 2022 1:21:59 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,,Opera desktop,,,,,,,,,,
133,"Oct 18, 2022 1:24:02 am","Oct 18, 2022 1:24:02 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Very important
134,"Oct 18, 2022 1:36:56 am","Oct 18, 2022 1:36:56 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
135,"Oct 18, 2022 1:42:09 am","Oct 18, 2022 1:42:09 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,,,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
136,"Oct 18, 2022 1:49:58 am","Oct 18, 2022 1:49:58 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Neutral
137,"Oct 18, 2022 2:04:16 am","Oct 18, 2022 2:04:16 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,,Neutral,Neutral
138,"Oct 18, 2022 2:08:51 am","Oct 18, 2022 2:08:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Very important
139,"Oct 18, 2022 2:25:25 am","Oct 18, 2022 2:25:25 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Neutral
140,"Oct 18, 2022 2:44:08 am","Oct 18, 2022 2:44:08 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Depends on the browser,,Neutral,Neutral
141,"Oct 18, 2022 2:52:48 am","Oct 18, 2022 2:52:48 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
142,"Oct 18, 2022 2:57:31 am","Oct 18, 2022 2:57:31 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Somewhat important
143,"Oct 18, 2022 3:02:28 am","Oct 18, 2022 3:02:28 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
144,"Oct 18, 2022 3:03:05 am","Oct 18, 2022 3:03:05 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
145,"Oct 18, 2022 3:26:33 am","Oct 18, 2022 3:26:33 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Neutral,Somewhat important
146,"Oct 18, 2022 3:29:49 am","Oct 18, 2022 3:29:49 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Somewhat important
147,"Oct 18, 2022 3:37:59 am","Oct 18, 2022 3:37:59 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
148,"Oct 18, 2022 3:56:34 am","Oct 18, 2022 3:56:34 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,
149,"Oct 18, 2022 4:00:52 am","Oct 18, 2022 4:00:52 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
150,"Oct 18, 2022 4:03:46 am","Oct 18, 2022 4:03:46 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,Opera desktop,,,,,,,Current major version is enough,,Very important,Very important
151,"Oct 18, 2022 4:24:41 am","Oct 18, 2022 4:24:41 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
152,"Oct 18, 2022 4:27:57 am","Oct 18, 2022 4:27:57 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,Internet Explorer,,,,,,,,,,,,,
153,"Oct 18, 2022 4:29:18 am","Oct 18, 2022 4:29:18 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,,,,
154,"Oct 18, 2022 4:30:28 am","Oct 18, 2022 4:30:28 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,,,,
155,"Oct 18, 2022 4:39:53 am","Oct 18, 2022 4:39:53 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,,,,,,,,,Depends on the browser,,Somewhat important,Somewhat important
156,"Oct 18, 2022 4:46:12 am","Oct 18, 2022 4:46:12 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Neutral
157,"Oct 18, 2022 4:51:13 am","Oct 18, 2022 4:51:13 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,,
158,"Oct 18, 2022 4:52:48 am","Oct 18, 2022 4:52:48 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Neutral
159,"Oct 18, 2022 5:00:55 am","Oct 18, 2022 5:00:55 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Somewhat important
